瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),老荤(MJ/m2),瘤搁柯档(∑C)
156,堡林,2022-03-10 03:00,5.3,.3,,.1
156,堡林,2022-03-10 04:00,4.6,.1,,-1.6
156,堡林,2022-03-10 05:00,3.9,.5,,-2.5
156,堡林,2022-03-10 06:00,3.3,.3,,-2.6
156,堡林,2022-03-10 07:00,3.7,0,.06,-.3
156,堡林,2022-03-10 08:00,4.3,0,.3,2.2
156,堡林,2022-03-10 09:00,7.9,.3,1.12,15.1
156,堡林,2022-03-10 10:00,11.2,.6,1.73,24
156,堡林,2022-03-10 11:00,13.1,1,2.05,29.6
156,堡林,2022-03-10 12:00,15,.9,2.02,30.4
156,堡林,2022-03-10 13:00,16.2,.5,2.02,32.4
156,堡林,2022-03-10 14:00,18.5,1,2.33,36.9
156,堡林,2022-03-10 15:00,18.1,1.1,2.6,34.7
156,堡林,2022-03-10 16:00,17.9,1.4,1.48,26.9
156,堡林,2022-03-10 17:00,17.8,.7,1.05,23
156,堡林,2022-03-10 18:00,16,2.8,.53,16.2
156,堡林,2022-03-10 19:00,14.3,1.5,.09,11.3
156,堡林,2022-03-10 20:00,13.7,2.2,,8.7
156,堡林,2022-03-10 21:00,13.2,1.9,,8.8
156,堡林,2022-03-10 22:00,12.7,.8,,8.7
156,堡林,2022-03-10 23:00,12.2,1,,8.2
156,堡林,2022-03-11 00:00,11.9,.9,,8.2
156,堡林,2022-03-11 01:00,11.7,0,,8
156,堡林,2022-03-11 02:00,10.8,.1,,6
156,堡林,2022-03-11 03:00,10.1,.2,,5
156,堡林,2022-03-11 04:00,9.6,.3,,3.9
156,堡林,2022-03-11 05:00,10,0,,5.7
156,堡林,2022-03-11 06:00,9.7,.1,,6.5
156,堡林,2022-03-11 07:00,9.8,.4,.06,8
156,堡林,2022-03-11 08:00,10.8,.1,.18,10.4
156,堡林,2022-03-11 09:00,11.7,.1,.22,12.4
156,堡林,2022-03-11 10:00,13.9,.9,1.08,24.5
156,堡林,2022-03-11 11:00,16.1,.9,1.51,28.9
156,堡林,2022-03-11 12:00,18.9,.4,2.02,37
156,堡林,2022-03-11 13:00,18.9,3.3,1.64,28.7
156,堡林,2022-03-11 14:00,18.9,3.6,.88,26.8
156,堡林,2022-03-11 15:00,19.2,3.3,.93,28.1
156,堡林,2022-03-11 16:00,18.9,3.1,1.09,25.8
156,堡林,2022-03-11 17:00,18.8,3.8,.91,24.3
156,堡林,2022-03-11 18:00,17.8,1.6,.42,18.8
156,堡林,2022-03-11 19:00,16.9,2,.08,16.3
156,堡林,2022-03-11 20:00,16.2,2.8,,15.3
156,堡林,2022-03-11 21:00,15.8,1.7,,14.7
156,堡林,2022-03-11 22:00,15.6,1.2,,14.1
156,堡林,2022-03-11 23:00,14.7,2.2,,10.6
156,堡林,2022-03-12 00:00,13.9,.9,,9.1
156,堡林,2022-03-12 01:00,13.9,0,,8.2
156,堡林,2022-03-12 02:00,13,.9,,7.6
156,堡林,2022-03-12 03:00,12.9,.1,,9.9
156,堡林,2022-03-12 04:00,12.7,.1,,9
156,堡林,2022-03-12 05:00,12.2,.1,,8.5
156,堡林,2022-03-12 06:00,12.7,.1,,10.9
156,堡林,2022-03-12 07:00,13,.1,.06,11.4
156,堡林,2022-03-12 08:00,13.6,0,.14,13.4
156,堡林,2022-03-12 09:00,14.4,.1,.25,14.8
156,堡林,2022-03-12 10:00,14.4,.2,.3,16
156,堡林,2022-03-12 11:00,17.1,.6,1,27.3
156,堡林,2022-03-12 12:00,21.5,3.2,2.62,39.8
156,堡林,2022-03-12 13:00,22.5,5.9,2.47,40.7
156,堡林,2022-03-12 14:00,21.9,5.3,2.42,37.4
156,堡林,2022-03-12 15:00,22.2,6.3,2.5,38.2
156,堡林,2022-03-12 16:00,21.9,6.2,1.65,32.6
156,堡林,2022-03-12 17:00,21.3,6.9,1.49,28.6
156,堡林,2022-03-12 18:00,19.7,4.1,.42,19.6
156,堡林,2022-03-12 19:00,18.1,3.6,.08,15.9
156,堡林,2022-03-12 20:00,17,3.2,,13.5
156,堡林,2022-03-12 21:00,17,1.7,,11.7
156,堡林,2022-03-12 22:00,16.8,2.2,,12
156,堡林,2022-03-12 23:00,16.7,3.5,,13.9
156,堡林,2022-03-13 00:00,16.5,2.9,,13.6
156,堡林,2022-03-13 01:00,16.3,1.8,,12.9
156,堡林,2022-03-13 02:00,16.7,1.7,,14.3
156,堡林,2022-03-13 03:00,16.6,.9,,14.4
156,堡林,2022-03-13 04:00,17,2.9,,15.1
156,堡林,2022-03-13 05:00,17.3,2.5,,15.1
156,堡林,2022-03-13 06:00,16.9,5.4,,14.9
156,堡林,2022-03-13 07:00,16.6,1.7,.05,13.9
156,堡林,2022-03-13 08:00,16.1,1.9,.08,14.2
156,堡林,2022-03-13 09:00,14.4,1.6,.1,14.2
156,堡林,2022-03-13 10:00,14.6,3.6,.1,14.3
156,堡林,2022-03-13 11:00,14.7,2.9,.16,14.8
156,堡林,2022-03-13 12:00,15.1,2.7,.24,16.4
156,堡林,2022-03-13 13:00,15.5,4,.35,16.6
156,堡林,2022-03-13 14:00,15.6,2.6,.36,16.5
156,堡林,2022-03-13 15:00,15.4,.9,.24,16
156,堡林,2022-03-13 16:00,15.1,2.9,.15,15.5
156,堡林,2022-03-13 17:00,15,2,.17,15.4
156,堡林,2022-03-13 18:00,14.8,2,.11,14.9
156,堡林,2022-03-13 19:00,14.4,1.9,.07,14.4
156,堡林,2022-03-13 20:00,14.3,.4,,14.2
156,堡林,2022-03-13 21:00,14.3,0,,14
156,堡林,2022-03-13 22:00,14.1,.2,,13.8
156,堡林,2022-03-13 23:00,13.9,1.7,,13.8
156,堡林,2022-03-14 00:00,13.7,.7,,13.6
156,堡林,2022-03-14 01:00,13.6,1,,13.5
156,堡林,2022-03-14 02:00,13.5,.1,,13.4
156,堡林,2022-03-14 03:00,13.3,.5,,12.4
156,堡林,2022-03-14 04:00,13.4,.9,,12.9
156,堡林,2022-03-14 05:00,13.4,.1,,12.8
156,堡林,2022-03-14 06:00,13.3,0,,12.4
156,堡林,2022-03-14 07:00,13.3,.5,.06,12.7
156,堡林,2022-03-14 08:00,13.5,1.3,.13,13.5
156,堡林,2022-03-14 09:00,14,4.2,.32,14.8
156,堡林,2022-03-14 10:00,14.2,2.2,.41,15.9
156,堡林,2022-03-14 11:00,15.3,2.3,.92,19.4
156,堡林,2022-03-14 12:00,15.5,3.6,1.26,19.5
156,堡林,2022-03-14 13:00,14.9,3.4,.4,16.5
156,堡林,2022-03-14 14:00,14.3,2.5,.29,16.1
156,堡林,2022-03-14 15:00,13.6,2.9,.25,15.1
156,堡林,2022-03-14 16:00,13.6,2.1,.17,15
156,堡林,2022-03-14 17:00,13.1,1.9,.15,14.2
156,堡林,2022-03-14 18:00,10.3,1.5,.08,12.1
156,堡林,2022-03-14 19:00,9.7,1.6,.06,11.1
156,堡林,2022-03-14 20:00,9.1,.4,,8.9
156,堡林,2022-03-14 21:00,8.7,1.5,,8
156,堡林,2022-03-14 22:00,8,.7,,7
156,堡林,2022-03-14 23:00,7.3,.7,,5.9
156,堡林,2022-03-15 00:00,6.4,1,,5.9
156,堡林,2022-03-15 01:00,5.9,.9,,4.7
156,堡林,2022-03-15 02:00,5.4,1.5,,3.9
156,堡林,2022-03-15 03:00,4.6,1.9,,3.9
156,堡林,2022-03-15 04:00,4.1,1.5,,2.6
156,堡林,2022-03-15 05:00,3.8,2.2,,2.1
156,堡林,2022-03-15 06:00,3.4,.2,,1.5
156,堡林,2022-03-15 07:00,3.5,1.4,.06,1.4
156,堡林,2022-03-15 08:00,4.3,1.2,.4,3.2
156,堡林,2022-03-15 09:00,6.3,1.4,1.2,11.1
156,堡林,2022-03-15 10:00,8.6,1.5,1.96,17
156,堡林,2022-03-15 11:00,10.7,1.2,2.57,21.6
156,堡林,2022-03-15 12:00,13.6,.5,2.95,26
156,堡林,2022-03-15 13:00,15.6,1.5,3.1,28.4
156,堡林,2022-03-15 14:00,16.9,1.9,2.79,28.8
156,堡林,2022-03-15 15:00,19.4,.9,2.66,28.7
156,堡林,2022-03-15 16:00,19.8,1,2.15,26.7
156,堡林,2022-03-15 17:00,18.7,1.9,1.05,20.3
156,堡林,2022-03-15 18:00,15.3,3.3,.47,15.7
156,堡林,2022-03-15 19:00,11.9,2.4,.1,12.5
156,堡林,2022-03-15 20:00,10.6,1.5,,10.2
156,堡林,2022-03-15 21:00,10.3,.4,,9.2
156,堡林,2022-03-15 22:00,10.6,.6,,9.2
156,堡林,2022-03-15 23:00,9.7,.7,,7.5
156,堡林,2022-03-16 00:00,9.4,.5,,6.4
156,堡林,2022-03-16 01:00,8.6,.1,,5.4
156,堡林,2022-03-16 02:00,8.3,0,,4.7
156,堡林,2022-03-16 03:00,7.5,.3,,4.2
156,堡林,2022-03-16 04:00,6.8,.5,,3.6
156,堡林,2022-03-16 05:00,6.3,.4,,3.1
156,堡林,2022-03-16 06:00,5.9,.1,,2.6
156,堡林,2022-03-16 07:00,6.1,0,.07,2.8
156,堡林,2022-03-16 08:00,6.5,.1,.4,5.1
156,堡林,2022-03-16 09:00,8.4,.6,1.12,12.9
156,堡林,2022-03-16 10:00,10.9,1.2,1.89,19.3
156,堡林,2022-03-16 11:00,13.7,.5,2.53,25
156,堡林,2022-03-16 12:00,17.7,.8,2.94,29.1
156,堡林,2022-03-16 13:00,18,1.3,3.13,31.3
156,堡林,2022-03-16 14:00,20.5,1.6,3.02,32.2
156,堡林,2022-03-16 15:00,20.7,.6,2.65,31
156,堡林,2022-03-16 16:00,21,.8,2.12,29
156,堡林,2022-03-16 17:00,19.9,1.3,.93,21.8
156,堡林,2022-03-16 18:00,18.9,1.3,.36,17.2
156,堡林,2022-03-16 19:00,17.8,.6,.09,14.1
156,堡林,2022-03-16 20:00,16.1,.6,,10.9
156,堡林,2022-03-16 21:00,15.1,.6,,9.7
156,堡林,2022-03-16 22:00,14,.2,,8.5
156,堡林,2022-03-16 23:00,12.8,.9,,8.3
156,堡林,2022-03-17 00:00,12.2,1.5,,9.4
156,堡林,2022-03-17 01:00,11.4,1.3,,9.7
156,堡林,2022-03-17 02:00,9.8,.1,,9
156,堡林,2022-03-17 03:00,10,.7,,8.9
156,堡林,2022-03-17 04:00,10.4,.8,,8.7
156,堡林,2022-03-17 05:00,10.2,.3,,9.2
156,堡林,2022-03-17 06:00,10.7,.8,,9.1
156,堡林,2022-03-17 07:00,11.8,2.7,.06,9.9
156,堡林,2022-03-17 08:00,12.8,1.8,.11,10.7
156,堡林,2022-03-17 09:00,12.2,.5,.17,11.4
156,堡林,2022-03-17 10:00,12.6,0,.18,11.9
156,堡林,2022-03-17 11:00,13.2,.6,.35,14.1
156,堡林,2022-03-17 12:00,14.1,0,.58,15.6
156,堡林,2022-03-17 13:00,14.1,.2,.52,15.1
156,堡林,2022-03-17 14:00,14.6,1.4,.47,15
156,堡林,2022-03-17 15:00,14.6,3,.57,15.5
156,堡林,2022-03-17 16:00,14.2,1.7,.41,14.4
156,堡林,2022-03-17 17:00,13.7,1.6,.3,13.1
156,堡林,2022-03-17 18:00,11.6,2.7,.15,11.6
156,堡林,2022-03-17 19:00,10.1,1.9,.06,10.8
156,堡林,2022-03-17 20:00,9.6,2.4,,10.2
156,堡林,2022-03-17 21:00,9,3.4,,9.8
156,堡林,2022-03-17 22:00,9,2.7,,9.5
156,堡林,2022-03-17 23:00,8.7,3.6,,9.4
156,堡林,2022-03-18 00:00,8.4,3,,9.2
156,堡林,2022-03-18 01:00,8.1,1.9,,8.9
156,堡林,2022-03-18 02:00,7.8,2.9,,8.7
156,堡林,2022-03-18 03:00,7.9,3,,8.5
156,堡林,2022-03-18 04:00,7.9,3.1,,8.3
156,堡林,2022-03-18 05:00,7.7,2.1,,8.2
156,堡林,2022-03-18 06:00,7.4,2.7,,7.9
156,堡林,2022-03-18 07:00,7.8,2.5,.06,8.2
156,堡林,2022-03-18 08:00,8,3,.16,8.8
156,堡林,2022-03-18 09:00,8.7,2.8,.29,11.1
156,堡林,2022-03-18 10:00,8.8,2.9,.41,11.4
156,堡林,2022-03-18 11:00,8.9,2.8,.77,14.4
156,堡林,2022-03-18 12:00,9.4,1.5,.8,13.7
156,堡林,2022-03-18 13:00,10.4,1.6,.94,15.8
156,堡林,2022-03-18 14:00,10.4,.2,.55,13.7
156,堡林,2022-03-18 15:00,9.9,.5,.33,12.7
156,堡林,2022-03-18 16:00,9.5,.8,.3,12.3
156,堡林,2022-03-18 17:00,9.2,.5,.22,11.3
156,堡林,2022-03-18 18:00,8.8,1,.18,11.1
156,堡林,2022-03-18 19:00,9.3,1.2,.1,9.9
156,堡林,2022-03-18 20:00,9.4,2.3,,9.9
156,堡林,2022-03-18 21:00,8.6,2.1,,9.4
156,堡林,2022-03-18 22:00,8,2.3,,9
156,堡林,2022-03-18 23:00,7.7,2.7,,8.6
156,堡林,2022-03-19 00:00,7.4,2.7,,8.1
156,堡林,2022-03-19 01:00,7.3,2.7,,7.8
156,堡林,2022-03-19 02:00,6.5,2.4,,7.7
156,堡林,2022-03-19 03:00,6.1,1.9,,7.4
156,堡林,2022-03-19 04:00,6.3,1.9,,7.5
156,堡林,2022-03-19 05:00,6.4,2.1,,7.5
156,堡林,2022-03-19 06:00,6.3,2.7,,7.4
156,堡林,2022-03-19 07:00,6.3,2.3,.06,7.4
156,堡林,2022-03-19 08:00,5.7,2,.07,7.1
156,堡林,2022-03-19 09:00,5.6,3.1,.09,6.9
156,堡林,2022-03-19 10:00,5.2,1.7,.18,7.8
156,堡林,2022-03-19 11:00,5.5,2.7,.42,8.6
156,堡林,2022-03-19 12:00,5.5,2.2,.94,11.7
156,堡林,2022-03-19 13:00,4.9,5,.7,8.6
156,堡林,2022-03-19 14:00,4.2,2.2,.35,7
156,堡林,2022-03-19 15:00,4.2,.7,.35,8.1
156,堡林,2022-03-19 16:00,4.7,1.9,.27,6.5
156,堡林,2022-03-19 17:00,5.1,1.1,.39,7.5
156,堡林,2022-03-19 18:00,5.3,1.1,.28,6.5
156,堡林,2022-03-19 19:00,5.2,.8,.08,5.7
156,堡林,2022-03-19 20:00,5.2,.6,,5.3
156,堡林,2022-03-19 21:00,5.2,.6,,5.2
156,堡林,2022-03-19 22:00,4.8,1.3,,5.1
156,堡林,2022-03-19 23:00,4.9,.4,,5.1
156,堡林,2022-03-20 00:00,4.4,.1,,3.2
156,堡林,2022-03-20 01:00,4.1,0,,3.5
156,堡林,2022-03-20 02:00,3.9,1,,2.7
156,堡林,2022-03-20 03:00,3.6,.2,,2.2
156,堡林,2022-03-20 04:00,3.6,.3,,3
156,堡林,2022-03-20 05:00,3.6,0,,3.5
156,堡林,2022-03-20 06:00,3.7,0,,3.5
156,堡林,2022-03-20 07:00,3.8,.4,.06,4.2
156,堡林,2022-03-20 08:00,4.2,.1,.19,5.8
156,堡林,2022-03-20 09:00,5.1,.3,.41,7.8
156,堡林,2022-03-20 10:00,5.6,.7,.73,10.3
156,堡林,2022-03-20 11:00,5.8,.8,.6,9.8
156,堡林,2022-03-20 12:00,6.5,.5,.92,11.5
156,堡林,2022-03-20 13:00,7.3,1.3,1.02,13.5
156,堡林,2022-03-20 14:00,7.5,1,1.27,13.5
156,堡林,2022-03-20 15:00,7.9,1.3,1.36,14.6
156,堡林,2022-03-20 16:00,8,.9,1.11,13
156,堡林,2022-03-20 17:00,7.5,.9,.69,10.6
156,堡林,2022-03-20 18:00,6.6,1.2,.37,7.6
156,堡林,2022-03-20 19:00,5.7,.9,.1,5.7
156,堡林,2022-03-20 20:00,5,1.3,,4.5
156,堡林,2022-03-20 21:00,4.8,.7,,3.7
156,堡林,2022-03-20 22:00,4.6,.7,,3.3
156,堡林,2022-03-20 23:00,3.5,1.4,,2.7
156,堡林,2022-03-21 00:00,3,1.7,,2.1
156,堡林,2022-03-21 01:00,3.1,1.5,,1.9
156,堡林,2022-03-21 02:00,2.7,1.9,,1.6
156,堡林,2022-03-21 03:00,2.1,2.1,,1.4
156,堡林,2022-03-21 04:00,2.1,2.3,,1.1
156,堡林,2022-03-21 05:00,1.8,1.8,,.8
156,堡林,2022-03-21 06:00,2.2,1.6,,.4
156,堡林,2022-03-21 07:00,1.7,1.3,.07,.3
156,堡林,2022-03-21 08:00,3.3,1.1,.5,1.2
156,堡林,2022-03-21 09:00,5.3,1.1,1.28,8
156,堡林,2022-03-21 10:00,7.6,.5,2.01,15
156,堡林,2022-03-21 11:00,9.5,1,2.58,20
156,堡林,2022-03-21 12:00,10.7,.8,2.61,21
156,堡林,2022-03-21 13:00,13.3,1.2,2.42,21.1
156,堡林,2022-03-21 14:00,13,1,1.74,19.1
156,堡林,2022-03-21 15:00,12.7,.9,1.25,15.9
156,堡林,2022-03-21 16:00,12.8,.8,.75,13.9
156,堡林,2022-03-21 17:00,11.4,.7,.49,11.5
156,堡林,2022-03-21 18:00,10.6,.7,.26,9.6
156,堡林,2022-03-21 19:00,9.3,1.8,.08,7.9
156,堡林,2022-03-21 20:00,8.5,.8,,7.6
156,堡林,2022-03-21 21:00,8.4,1.5,,7
156,堡林,2022-03-21 22:00,7.8,1,,6.5
156,堡林,2022-03-21 23:00,7.8,1,,6.2
156,堡林,2022-03-22 00:00,7.3,2.3,,5.8
156,堡林,2022-03-22 01:00,7.1,2,,5.2
156,堡林,2022-03-22 02:00,6.8,1,,5
156,堡林,2022-03-22 03:00,6.1,1.8,,3.8
156,堡林,2022-03-22 04:00,5.8,1.4,,2.8
156,堡林,2022-03-22 05:00,5.4,2,,1.7
156,堡林,2022-03-22 06:00,4.6,2.1,,.8
156,堡林,2022-03-22 07:00,4.1,1.7,.08,1.1
156,堡林,2022-03-22 08:00,5.4,1.8,.36,3.9
156,堡林,2022-03-22 09:00,7.2,2.2,.97,8.4
156,堡林,2022-03-22 10:00,9,2.5,1.75,14
156,堡林,2022-03-22 11:00,10.1,2.3,2.49,19.1
156,堡林,2022-03-22 12:00,11.6,1.4,2.82,23.2
156,堡林,2022-03-22 13:00,12,2.5,3.13,24.7
156,堡林,2022-03-22 14:00,12.9,2.6,2.86,24.8
156,堡林,2022-03-22 15:00,12.5,2,2.42,23.7
156,堡林,2022-03-22 16:00,12.8,1.8,1.69,20.5
156,堡林,2022-03-22 17:00,13.2,1.6,1.19,17.7
156,堡林,2022-03-22 18:00,11.1,.7,.6,12.2
156,堡林,2022-03-22 19:00,9,.9,.14,8
156,堡林,2022-03-22 20:00,7.4,1.4,,6.2
156,堡林,2022-03-22 21:00,6.8,1.4,,5.2
156,堡林,2022-03-22 22:00,6,1.1,,4.1
156,堡林,2022-03-22 23:00,5.3,.5,,3.5
156,堡林,2022-03-23 00:00,5.3,0,,3.1
156,堡林,2022-03-23 01:00,5.2,.5,,3.5
156,堡林,2022-03-23 02:00,4.9,.6,,3.8
156,堡林,2022-03-23 03:00,4.9,.2,,3.8
156,堡林,2022-03-23 04:00,4.9,0,,4
156,堡林,2022-03-23 05:00,5,0,,4
156,堡林,2022-03-23 06:00,4.9,.5,,4.4
156,堡林,2022-03-23 07:00,4.9,.6,.06,4.9
156,堡林,2022-03-23 08:00,5,0,.14,5.8
156,堡林,2022-03-23 09:00,6.1,0,.28,7.4
156,堡林,2022-03-23 10:00,6.1,1.3,.43,9.3
156,堡林,2022-03-23 11:00,7,.9,.89,15.1
156,堡林,2022-03-23 12:00,8.9,1,2.18,18.3
156,堡林,2022-03-23 13:00,10.2,.7,1.39,18.5
156,堡林,2022-03-23 14:00,12.2,1.9,2.81,26.9
156,堡林,2022-03-23 15:00,11.9,1.5,2.33,22.4
156,堡林,2022-03-23 16:00,10.9,1.6,.88,15.6
156,堡林,2022-03-23 17:00,11.1,.8,1.12,17.1
156,堡林,2022-03-23 18:00,10.3,.8,.68,11.5
156,堡林,2022-03-23 19:00,9,.8,.15,7.2
156,堡林,2022-03-23 20:00,8,.4,,5.3
156,堡林,2022-03-23 21:00,7.3,.6,,4
156,堡林,2022-03-23 22:00,6.6,.1,,3.3
156,堡林,2022-03-23 23:00,6,0,,2.5
156,堡林,2022-03-24 00:00,5.1,1,,1.9
156,堡林,2022-03-24 01:00,4.7,.3,,1.4
156,堡林,2022-03-24 02:00,4.2,0,,1.1
156,堡林,2022-03-24 03:00,3.5,0,,.7
156,堡林,2022-03-24 04:00,3.2,0,,.4
156,堡林,2022-03-24 05:00,2.4,1,,.3
156,堡林,2022-03-24 06:00,2.3,0,,.2
156,堡林,2022-03-24 07:00,2.7,0,.08,.4
156,堡林,2022-03-24 08:00,4.2,0,.34,5
156,堡林,2022-03-24 09:00,5.8,.8,1.08,9.7
156,堡林,2022-03-24 10:00,8.7,.7,1.84,16.4
156,堡林,2022-03-24 11:00,10.6,.8,2.45,22.2
156,堡林,2022-03-24 12:00,12.5,1.1,2.87,27.2
156,堡林,2022-03-24 13:00,14,1.3,3.1,31.2
156,堡林,2022-03-24 14:00,16.1,1.3,2.99,32.9
156,堡林,2022-03-24 15:00,16.6,.7,2.68,32.4
156,堡林,2022-03-24 16:00,17.7,1.9,2.06,28.9
156,堡林,2022-03-24 17:00,16.7,1.7,1.35,22.7
156,堡林,2022-03-24 18:00,15.9,1.9,.73,17.2
156,堡林,2022-03-24 19:00,14.4,2.4,.15,12.1
156,堡林,2022-03-24 20:00,12.9,4.2,,9.7
156,堡林,2022-03-24 21:00,11.6,1.7,,8
156,堡林,2022-03-24 22:00,11.5,.6,,7.1
156,堡林,2022-03-24 23:00,10.6,0,,6.2
156,堡林,2022-03-25 00:00,10.3,1,,6.2
156,堡林,2022-03-25 01:00,9.8,.7,,6.3
156,堡林,2022-03-25 02:00,9.2,1.3,,6.5
156,堡林,2022-03-25 03:00,10.2,.9,,6.2
156,堡林,2022-03-25 04:00,9,1.4,,5.6
156,堡林,2022-03-25 05:00,9.9,.1,,5
156,堡林,2022-03-25 06:00,9.8,.1,,5.6
156,堡林,2022-03-25 07:00,10.6,1.4,.08,6.4
156,堡林,2022-03-25 08:00,11.9,1.7,.38,8.9
156,堡林,2022-03-25 09:00,13.7,3,1.1,14.5
156,堡林,2022-03-25 10:00,14.7,3,1.24,17.4
156,堡林,2022-03-25 11:00,15.9,3.1,1.74,21.4
156,堡林,2022-03-25 12:00,16.9,2.4,1.57,22.7
156,堡林,2022-03-25 13:00,17,2.4,1.04,22.7
156,堡林,2022-03-25 14:00,17.2,2.6,1.14,20.9
156,堡林,2022-03-25 15:00,17.3,3.3,.81,19.7
156,堡林,2022-03-25 16:00,17.2,4,.64,18.2
156,堡林,2022-03-25 17:00,17.4,4.7,.64,17.4
156,堡林,2022-03-25 18:00,17.5,3.6,.19,15.7
156,堡林,2022-03-25 19:00,16.4,2.6,.05,14.5
156,堡林,2022-03-25 20:00,16.1,3.4,,14.2
156,堡林,2022-03-25 21:00,15.8,3.3,,14.2
156,堡林,2022-03-25 22:00,15.8,4,,14.2
156,堡林,2022-03-25 23:00,15.6,2.9,,14.3
156,堡林,2022-03-26 00:00,15.5,2.7,,14.4
156,堡林,2022-03-26 01:00,15.8,3.8,,14.6
156,堡林,2022-03-26 02:00,15.8,2.2,,14.7
156,堡林,2022-03-26 03:00,15.9,3,,15
156,堡林,2022-03-26 04:00,16,4.5,,15.2
156,堡林,2022-03-26 05:00,14.9,4.4,,14.6
156,堡林,2022-03-26 06:00,14,3.7,,14.1
156,堡林,2022-03-26 07:00,13.3,2.5,.07,13.6
156,堡林,2022-03-26 08:00,11.2,4,.11,12.8
156,堡林,2022-03-26 09:00,10.6,4,.21,12.6
156,堡林,2022-03-26 10:00,10,4.6,.22,12.1
156,堡林,2022-03-26 11:00,9.8,1.4,.3,12.6
156,堡林,2022-03-26 12:00,9.8,3.4,.42,12.8
156,堡林,2022-03-26 13:00,9.6,1.7,.39,12.8
156,堡林,2022-03-26 14:00,9.5,1.3,.36,13
156,堡林,2022-03-26 15:00,9.5,.9,.42,13
156,堡林,2022-03-26 16:00,9.8,2.1,.37,12.4
156,堡林,2022-03-26 17:00,9.9,1.7,.37,12.6
156,堡林,2022-03-26 18:00,9.5,1.2,.2,11.3
156,堡林,2022-03-26 19:00,9,1.8,.11,10.4
156,堡林,2022-03-26 20:00,8.5,1,,9.1
156,堡林,2022-03-26 21:00,7.8,.6,,7.4
156,堡林,2022-03-26 22:00,7,1.6,,6.3
156,堡林,2022-03-26 23:00,7,1.1,,6.8
156,堡林,2022-03-27 00:00,6.8,1.5,,6.2
156,堡林,2022-03-27 01:00,6.6,1.3,,6
156,堡林,2022-03-27 02:00,6.7,.5,,5.2
156,堡林,2022-03-27 03:00,6.5,.8,,5.1
156,堡林,2022-03-27 04:00,6.1,.9,,4.7
156,堡林,2022-03-27 05:00,5.8,.3,,4.1
156,堡林,2022-03-27 06:00,5.1,.4,,3.2
156,堡林,2022-03-27 07:00,4.7,0,.08,3
156,堡林,2022-03-27 08:00,5.7,.1,.42,4.8
156,堡林,2022-03-27 09:00,6.7,1.2,1.07,11
156,堡林,2022-03-27 10:00,9.1,1.3,1.98,17.1
156,堡林,2022-03-27 11:00,11.7,1.3,2.68,23
156,堡林,2022-03-27 12:00,14.6,1,2.82,24.6
156,堡林,2022-03-27 13:00,16.6,2.4,3.03,27.1
156,堡林,2022-03-27 14:00,17.4,2.3,3.03,27.2
156,堡林,2022-03-27 15:00,15.9,2.3,2.24,24
156,堡林,2022-03-27 16:00,15,1.5,1.66,21.9
156,堡林,2022-03-27 17:00,11.8,1.7,1.32,18.3
156,堡林,2022-03-27 18:00,11.2,1.9,.72,13.9
156,堡林,2022-03-27 19:00,9.2,2.1,.15,9.9
156,堡林,2022-03-27 20:00,7.2,2.1,,7.3
156,堡林,2022-03-27 21:00,6.4,1.6,,5.8
156,堡林,2022-03-27 22:00,5.9,1.4,,4.8
156,堡林,2022-03-27 23:00,5.7,3.2,,4
156,堡林,2022-03-28 00:00,4.4,2.2,,3.2
156,堡林,2022-03-28 01:00,4.3,1.8,,2.6
156,堡林,2022-03-28 02:00,4.8,3,,3.2
156,堡林,2022-03-28 03:00,4.1,1.9,,2.5
156,堡林,2022-03-28 04:00,4.3,1.2,,2
156,堡林,2022-03-28 05:00,3.5,1.4,,1.7
156,堡林,2022-03-28 06:00,4.1,.9,,2.2
156,堡林,2022-03-28 07:00,3.8,1.8,.09,2.6
156,堡林,2022-03-28 08:00,5.9,1.5,.52,5.1
156,堡林,2022-03-28 09:00,8.1,2.2,1.26,9.4
156,堡林,2022-03-28 10:00,9.4,1.6,1.71,14
156,堡林,2022-03-28 11:00,10.5,1.5,2.09,17.6
156,堡林,2022-03-28 12:00,11.6,.5,1.75,18.6
156,堡林,2022-03-28 13:00,12,1.2,2.39,22.8
156,堡林,2022-03-28 14:00,15,.9,3.01,27
156,堡林,2022-03-28 15:00,15.3,.8,2.89,27.2
156,堡林,2022-03-28 16:00,15.7,1,2.32,25
156,堡林,2022-03-28 17:00,15.3,1,1.54,21.5
156,堡林,2022-03-28 18:00,14.2,1.8,.78,16.2
156,堡林,2022-03-28 19:00,11.4,1.3,.18,11.4
156,堡林,2022-03-28 20:00,10.2,1.3,,9
156,堡林,2022-03-28 21:00,9.5,1.1,,7.7
156,堡林,2022-03-28 22:00,8.6,1.2,,6.7
156,堡林,2022-03-28 23:00,8.5,1.4,,6
156,堡林,2022-03-29 00:00,8.1,.6,,5.4
156,堡林,2022-03-29 01:00,6.9,.6,,4.7
156,堡林,2022-03-29 02:00,6.5,.5,,4.2
156,堡林,2022-03-29 03:00,6.3,.2,,3.9
156,堡林,2022-03-29 04:00,6,.2,,3.5
156,堡林,2022-03-29 05:00,4.9,0,,3
156,堡林,2022-03-29 06:00,4.8,0,,2.7
156,堡林,2022-03-29 07:00,4.6,0,.11,2.9
