瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),老荤(MJ/m2),瘤搁柯档(∑C)
156,堡林,2022-01-20 03:00,-3.3,3.3,,-1.4
156,堡林,2022-01-20 04:00,-3.9,2,,-1.9
156,堡林,2022-01-20 05:00,-4.6,2.4,,-2.4
156,堡林,2022-01-20 06:00,-5.4,2.4,,-2.9
156,堡林,2022-01-20 07:00,-5.9,1.9,,-3.3
156,堡林,2022-01-20 08:00,-6.4,2.5,.07,-3.5
156,堡林,2022-01-20 09:00,-4.9,1.9,.44,-2.9
156,堡林,2022-01-20 10:00,-3.3,1.6,1.13,-1.2
156,堡林,2022-01-20 11:00,-1.8,1.3,1.7,.5
156,堡林,2022-01-20 12:00,.4,1.2,2.08,2.5
156,堡林,2022-01-20 13:00,1.6,1.1,2.25,5.8
156,堡林,2022-01-20 14:00,3.5,1.1,2.17,8.9
156,堡林,2022-01-20 15:00,3.4,1.4,1.88,9.4
156,堡林,2022-01-20 16:00,4.9,1.2,1.36,7.7
156,堡林,2022-01-20 17:00,3.3,1,.72,4
156,堡林,2022-01-20 18:00,1.4,.9,.18,.9
156,堡林,2022-01-20 19:00,.2,.4,,-.1
156,堡林,2022-01-20 20:00,-.6,.2,,-.5
156,堡林,2022-01-20 21:00,-.8,1.7,,-1
156,堡林,2022-01-20 22:00,-1.6,1.7,,-1.3
156,堡林,2022-01-20 23:00,-1.9,2,,-1.7
156,堡林,2022-01-21 00:00,-2.4,1.1,,-2
156,堡林,2022-01-21 01:00,-2.9,1.3,,-2.4
156,堡林,2022-01-21 02:00,-3,1.1,,-2.7
156,堡林,2022-01-21 03:00,-3.4,.1,,-3
156,堡林,2022-01-21 04:00,-3.9,.3,,-3.3
156,堡林,2022-01-21 05:00,-4.3,0,,-3.6
156,堡林,2022-01-21 06:00,-4.6,.1,,-3.9
156,堡林,2022-01-21 07:00,-4.6,.1,,-4.1
156,堡林,2022-01-21 08:00,-4.7,0,.07,-4.2
156,堡林,2022-01-21 09:00,-3.2,.6,.43,-3.2
156,堡林,2022-01-21 10:00,-1,.6,1.1,-1.1
156,堡林,2022-01-21 11:00,1.4,.6,1.62,.6
156,堡林,2022-01-21 12:00,4,.8,2.08,3.2
156,堡林,2022-01-21 13:00,5.6,1.4,2.15,6.8
156,堡林,2022-01-21 14:00,6.3,1.1,1.95,8.6
156,堡林,2022-01-21 15:00,7.7,1.4,1.71,9.4
156,堡林,2022-01-21 16:00,7.8,1.4,1.08,8.2
156,堡林,2022-01-21 17:00,6.8,.9,.61,5.6
156,堡林,2022-01-21 18:00,5.7,.3,.15,2.4
156,堡林,2022-01-21 19:00,4.8,1,,.8
156,堡林,2022-01-21 20:00,4.1,.5,,-.2
156,堡林,2022-01-21 21:00,3.9,.8,,.4
156,堡林,2022-01-21 22:00,3.8,0,,1.2
156,堡林,2022-01-21 23:00,3.6,.2,,1
156,堡林,2022-01-22 00:00,3.3,0,,.8
156,堡林,2022-01-22 01:00,3.1,0,,1.2
156,堡林,2022-01-22 02:00,2.9,.6,,.8
156,堡林,2022-01-22 03:00,3,1.1,,1.2
156,堡林,2022-01-22 04:00,3.1,.5,,1.3
156,堡林,2022-01-22 05:00,3.2,.2,,1.4
156,堡林,2022-01-22 06:00,3.3,.1,,1.6
156,堡林,2022-01-22 07:00,3.4,0,,1.7
156,堡林,2022-01-22 08:00,3.5,1.1,.07,1.8
156,堡林,2022-01-22 09:00,4.6,.4,.3,3
156,堡林,2022-01-22 10:00,5.7,.4,.5,4.8
156,堡林,2022-01-22 11:00,7.4,1.6,.83,7.5
156,堡林,2022-01-22 12:00,8.8,1,1.12,9.4
156,堡林,2022-01-22 13:00,10.4,.7,1.68,12.2
156,堡林,2022-01-22 14:00,11.1,.8,1.19,13
156,堡林,2022-01-22 15:00,11.6,.9,1.06,13.2
156,堡林,2022-01-22 16:00,11.3,.6,.67,11.8
156,堡林,2022-01-22 17:00,11,.8,.27,9.9
156,堡林,2022-01-22 18:00,10,1,.11,7.7
156,堡林,2022-01-22 19:00,9.3,1.9,,5.8
156,堡林,2022-01-22 20:00,8.5,1.4,,4.9
156,堡林,2022-01-22 21:00,8.3,0,,4.5
156,堡林,2022-01-22 22:00,7.5,.7,,4.1
156,堡林,2022-01-22 23:00,7.2,.5,,3.7
156,堡林,2022-01-23 00:00,6.8,.1,,3.7
156,堡林,2022-01-23 01:00,6.3,.1,,3.5
156,堡林,2022-01-23 02:00,5.9,.2,,3.3
156,堡林,2022-01-23 03:00,6,.5,,3.4
156,堡林,2022-01-23 04:00,5.7,0,,3.5
156,堡林,2022-01-23 05:00,5.5,.1,,3.3
156,堡林,2022-01-23 06:00,5.4,.1,,3.3
156,堡林,2022-01-23 07:00,4.9,.6,,2.5
156,堡林,2022-01-23 08:00,4.9,.1,.08,2.2
156,堡林,2022-01-23 09:00,6.5,1,.31,4.3
156,堡林,2022-01-23 10:00,7.2,.3,.53,6.6
156,堡林,2022-01-23 11:00,8.4,.8,.69,8.3
156,堡林,2022-01-23 12:00,9.7,1.1,.88,10.6
156,堡林,2022-01-23 13:00,10.1,.9,.75,10.8
156,堡林,2022-01-23 14:00,11.5,1.2,.99,12.4
156,堡林,2022-01-23 15:00,11.7,.7,1.08,12.9
156,堡林,2022-01-23 16:00,10.1,1.5,.63,11.4
156,堡林,2022-01-23 17:00,9.4,.7,.36,9.4
156,堡林,2022-01-23 18:00,8.5,.1,.11,7.4
156,堡林,2022-01-23 19:00,7.2,0,,5.7
156,堡林,2022-01-23 20:00,6.4,1,,4.7
156,堡林,2022-01-23 21:00,5.5,.4,,3.7
156,堡林,2022-01-23 22:00,4.6,1.1,,2.3
156,堡林,2022-01-23 23:00,4.2,.4,,1.3
156,堡林,2022-01-24 00:00,3.7,.8,,.9
156,堡林,2022-01-24 01:00,3,.3,,.4
156,堡林,2022-01-24 02:00,2.7,0,,.3
156,堡林,2022-01-24 03:00,2.2,0,,.1
156,堡林,2022-01-24 04:00,2.1,0,,.3
156,堡林,2022-01-24 05:00,2.3,.4,,.2
156,堡林,2022-01-24 06:00,1.8,0,,0
156,堡林,2022-01-24 07:00,1.2,.4,,-.2
156,堡林,2022-01-24 08:00,.8,.1,.07,-.3
156,堡林,2022-01-24 09:00,2.1,.1,.32,0
156,堡林,2022-01-24 10:00,4.2,.2,.64,3
156,堡林,2022-01-24 11:00,5.6,.7,.91,6.6
156,堡林,2022-01-24 12:00,8.9,.6,1.39,10.4
156,堡林,2022-01-24 13:00,9.9,1.2,1.63,13.3
156,堡林,2022-01-24 14:00,10.9,.9,1.13,13.1
156,堡林,2022-01-24 15:00,10.5,1.3,.72,11.9
156,堡林,2022-01-24 16:00,10,1.4,.47,10.2
156,堡林,2022-01-24 17:00,9.3,1.3,.29,8.9
156,堡林,2022-01-24 18:00,8.7,.8,.08,7.4
156,堡林,2022-01-24 19:00,8.1,1.2,,6.5
156,堡林,2022-01-24 20:00,7.9,1.6,,5.8
156,堡林,2022-01-24 21:00,7.5,1.7,,5.5
156,堡林,2022-01-24 22:00,7.1,1.7,,5.3
156,堡林,2022-01-24 23:00,7.1,2,,5.1
156,堡林,2022-01-25 00:00,6.6,.9,,4.9
156,堡林,2022-01-25 01:00,6.5,0,,4.7
156,堡林,2022-01-25 02:00,6.2,.2,,4.6
156,堡林,2022-01-25 03:00,6,.7,,4.5
156,堡林,2022-01-25 04:00,6,1.1,,4.5
156,堡林,2022-01-25 05:00,6,.9,,4.4
156,堡林,2022-01-25 06:00,5.7,.6,,4.4
156,堡林,2022-01-25 07:00,5.8,0,,4.3
156,堡林,2022-01-25 08:00,5.9,.1,.06,4.3
156,堡林,2022-01-25 09:00,5.4,1.3,.15,4.9
156,堡林,2022-01-25 10:00,5,1,.26,5.7
156,堡林,2022-01-25 11:00,6,.9,.6,8.1
156,堡林,2022-01-25 12:00,6.3,1.3,.51,8.1
156,堡林,2022-01-25 13:00,7,1.5,.5,8.6
156,堡林,2022-01-25 14:00,6.7,1.2,.53,8.9
156,堡林,2022-01-25 15:00,7,1.3,.51,9
156,堡林,2022-01-25 16:00,7.1,1,.45,8.7
156,堡林,2022-01-25 17:00,7,1.6,.13,7.3
156,堡林,2022-01-25 18:00,6.4,1.2,.08,6.4
156,堡林,2022-01-25 19:00,6,1.4,,5.7
156,堡林,2022-01-25 20:00,5.6,.5,,4.9
156,堡林,2022-01-25 21:00,4.8,.8,,3.8
156,堡林,2022-01-25 22:00,4.1,.8,,2.5
156,堡林,2022-01-25 23:00,3.5,.1,,1.3
156,堡林,2022-01-26 00:00,3.7,.4,,.8
156,堡林,2022-01-26 01:00,3.2,.2,,1.2
156,堡林,2022-01-26 02:00,3.2,.7,,.5
156,堡林,2022-01-26 03:00,2.9,1.1,,.4
156,堡林,2022-01-26 04:00,2.1,.2,,.1
156,堡林,2022-01-26 05:00,2.6,.4,,.2
156,堡林,2022-01-26 06:00,2.4,.8,,0
156,堡林,2022-01-26 07:00,1.4,.3,,-.2
156,堡林,2022-01-26 08:00,1.9,.8,.08,-.3
156,堡林,2022-01-26 09:00,3.3,2.4,.44,0
156,堡林,2022-01-26 10:00,4.2,3.6,.87,1.8
156,堡林,2022-01-26 11:00,5.8,1.7,1.51,6.5
156,堡林,2022-01-26 12:00,6.5,.8,1.77,10.3
156,堡林,2022-01-26 13:00,8.4,1.8,1.51,12.1
156,堡林,2022-01-26 14:00,8.6,1.4,2.02,14.1
156,堡林,2022-01-26 15:00,7.6,2.1,1.66,13.3
156,堡林,2022-01-26 16:00,7.6,2.3,1.15,11.4
156,堡林,2022-01-26 17:00,6.2,1.6,.57,7.9
156,堡林,2022-01-26 18:00,5.1,1.8,.17,5.2
156,堡林,2022-01-26 19:00,4.4,2.2,,3.5
156,堡林,2022-01-26 20:00,3.9,1.5,,2.7
156,堡林,2022-01-26 21:00,3.1,1,,2.1
156,堡林,2022-01-26 22:00,2.6,1.6,,1.9
156,堡林,2022-01-26 23:00,2.2,2.1,,1.8
156,堡林,2022-01-27 00:00,2,1.3,,1.6
156,堡林,2022-01-27 01:00,1.9,1.2,,1.3
156,堡林,2022-01-27 02:00,1.9,.1,,1.2
156,堡林,2022-01-27 03:00,1.5,1.8,,.9
156,堡林,2022-01-27 04:00,1.1,1.3,,.3
156,堡林,2022-01-27 05:00,1,1.6,,-.1
156,堡林,2022-01-27 06:00,.7,1.3,,0
156,堡林,2022-01-27 07:00,.5,.5,,-.3
156,堡林,2022-01-27 08:00,.2,1.3,.08,-.4
156,堡林,2022-01-27 09:00,1.7,1.5,.43,0
156,堡林,2022-01-27 10:00,2.1,1.1,.94,2.4
156,堡林,2022-01-27 11:00,4,1.7,1.7,6.7
156,堡林,2022-01-27 12:00,4.8,1.4,1.86,10
156,堡林,2022-01-27 13:00,6.3,1.2,2.15,12.9
156,堡林,2022-01-27 14:00,6.9,1.9,1.88,13.5
156,堡林,2022-01-27 15:00,6.5,2,1.97,13.8
156,堡林,2022-01-27 16:00,6.6,1.1,1.44,12.1
156,堡林,2022-01-27 17:00,5.6,1.5,.81,8.2
156,堡林,2022-01-27 18:00,3.3,1.6,.22,4.8
156,堡林,2022-01-27 19:00,2.2,1.1,,2.8
156,堡林,2022-01-27 20:00,1.9,1.2,,1.7
156,堡林,2022-01-27 21:00,1,.2,,.8
156,堡林,2022-01-27 22:00,1.2,1.2,,.3
156,堡林,2022-01-27 23:00,.6,1.1,,.1
156,堡林,2022-01-28 00:00,0,2.2,,-.2
156,堡林,2022-01-28 01:00,0,1.6,,-.3
156,堡林,2022-01-28 02:00,-.4,1.6,,-.4
156,堡林,2022-01-28 03:00,-.9,1.5,,-.7
156,堡林,2022-01-28 04:00,-1,1.3,,-.9
156,堡林,2022-01-28 05:00,-.8,.8,,-.9
156,堡林,2022-01-28 06:00,-.7,1,,-1.1
156,堡林,2022-01-28 07:00,-.9,1.3,,-1.3
156,堡林,2022-01-28 08:00,-1.2,1.4,.07,-1.5
156,堡林,2022-01-28 09:00,-.6,1.8,.36,-.5
156,堡林,2022-01-28 10:00,1.2,2.3,1.16,0
156,堡林,2022-01-28 11:00,1.8,2,1.77,2.2
156,堡林,2022-01-28 12:00,2.9,1.4,2.15,7.9
156,堡林,2022-01-28 13:00,4.9,1.2,2.35,11.6
156,堡林,2022-01-28 14:00,4.9,1.7,2.23,13.1
156,堡林,2022-01-28 15:00,5,2.7,1.88,12.8
156,堡林,2022-01-28 16:00,4.9,2,1.56,11.3
156,堡林,2022-01-28 17:00,3.8,1.8,.87,7.6
156,堡林,2022-01-28 18:00,2.1,1.1,.25,3.9
156,堡林,2022-01-28 19:00,1.1,2.1,,1.7
156,堡林,2022-01-28 20:00,.6,1.3,,1
156,堡林,2022-01-28 21:00,.1,2.2,,.3
156,堡林,2022-01-28 22:00,-.2,.7,,.2
156,堡林,2022-01-28 23:00,-.1,1.5,,-.2
156,堡林,2022-01-29 00:00,0,1.1,,.4
156,堡林,2022-01-29 01:00,0,2.1,,.5
156,堡林,2022-01-29 02:00,-.3,2.4,,.5
156,堡林,2022-01-29 03:00,-.3,1.4,,.4
156,堡林,2022-01-29 04:00,-.5,1.4,,.3
156,堡林,2022-01-29 05:00,-.8,1.5,,0
156,堡林,2022-01-29 06:00,-.8,1.3,,0
156,堡林,2022-01-29 07:00,-.8,1.5,,0
156,堡林,2022-01-29 08:00,-1.1,1.9,,-.2
156,堡林,2022-01-29 09:00,-.9,2,,.1
156,堡林,2022-01-29 10:00,.1,2.4,,1.5
156,堡林,2022-01-29 11:00,1.2,1,,5.7
156,堡林,2022-01-29 12:00,2.2,1,,8.7
156,堡林,2022-01-29 13:00,3.3,1.7,,11.3
156,堡林,2022-01-29 14:00,4.1,2.1,,13
156,堡林,2022-01-29 15:00,4.1,2,,12.5
156,堡林,2022-01-29 16:00,4,2.2,,10.8
156,堡林,2022-01-29 17:00,3,2,,7.1
156,堡林,2022-01-29 18:00,1.3,2.1,,3.8
156,堡林,2022-01-29 19:00,.5,1.8,,1.9
156,堡林,2022-01-29 20:00,-.1,2.4,,.8
156,堡林,2022-01-29 21:00,-.1,1,,.4
156,堡林,2022-01-29 22:00,-.2,1.5,,.3
156,堡林,2022-01-29 23:00,-.6,1.5,,0
156,堡林,2022-01-30 00:00,-.9,1.2,,-.2
156,堡林,2022-01-30 01:00,-.8,.9,,-.4
156,堡林,2022-01-30 02:00,-.9,2.1,,-.1
156,堡林,2022-01-30 03:00,-1.1,1.2,,-.2
156,堡林,2022-01-30 04:00,-1.4,1.7,,-.3
156,堡林,2022-01-30 05:00,-1.2,1.9,,-.4
156,堡林,2022-01-30 06:00,-1.5,1.9,,-.5
156,堡林,2022-01-30 07:00,-1.7,1.5,,-.9
156,堡林,2022-01-30 08:00,-2.1,1.4,.08,-1.1
156,堡林,2022-01-30 09:00,-.7,2.4,.55,-.7
156,堡林,2022-01-30 10:00,.8,2,1.2,.3
156,堡林,2022-01-30 11:00,1.9,1.2,1.63,4.1
156,堡林,2022-01-30 12:00,3,1.8,1.88,8.4
156,堡林,2022-01-30 13:00,4.5,1.2,2.43,12.4
156,堡林,2022-01-30 14:00,6.1,1.8,2.36,14.2
156,堡林,2022-01-30 15:00,5.6,2,2.18,14.1
156,堡林,2022-01-30 16:00,4.9,1.5,1.57,12.1
156,堡林,2022-01-30 17:00,4,2.4,.85,7.6
156,堡林,2022-01-30 18:00,2.3,1.3,.28,4
156,堡林,2022-01-30 19:00,1.1,1.4,,1.8
156,堡林,2022-01-30 20:00,.3,1.7,,.4
156,堡林,2022-01-30 21:00,-.7,1.6,,-.9
156,堡林,2022-01-30 22:00,-.8,2.1,,-.5
156,堡林,2022-01-30 23:00,-.9,1.1,,-.9
156,堡林,2022-01-31 00:00,-1.5,.7,,-1.3
156,堡林,2022-01-31 01:00,-1.1,.1,,-1.6
156,堡林,2022-01-31 02:00,-1.4,.3,,-1.9
156,堡林,2022-01-31 03:00,-2,.1,,-2.3
156,堡林,2022-01-31 04:00,-2,.5,,-2.6
156,堡林,2022-01-31 05:00,-2.6,.6,,-2.8
156,堡林,2022-01-31 06:00,-3.5,.8,,-3
156,堡林,2022-01-31 07:00,-3.3,.5,,-3.4
156,堡林,2022-01-31 08:00,-3.1,.9,.08,-3.3
156,堡林,2022-01-31 09:00,-1.9,1,.54,-2.5
156,堡林,2022-01-31 10:00,1,.6,1.23,-.2
156,堡林,2022-01-31 11:00,3.1,1.9,1.82,2.1
156,堡林,2022-01-31 12:00,3.8,1.2,2.18,6.1
156,堡林,2022-01-31 13:00,5.1,1.1,2.4,10.3
156,堡林,2022-01-31 14:00,6.5,1.2,2.3,12.9
156,堡林,2022-01-31 15:00,7,2,2.06,13.6
156,堡林,2022-01-31 16:00,7.8,1.1,1.53,12.3
156,堡林,2022-01-31 17:00,6.5,1.2,.9,8.6
156,堡林,2022-01-31 18:00,4.5,1.2,.26,4.5
156,堡林,2022-01-31 19:00,3.2,1.4,,2.3
156,堡林,2022-01-31 20:00,2.2,1,,.6
156,堡林,2022-01-31 21:00,2.1,1.4,,-.2
156,堡林,2022-01-31 22:00,1.4,1.1,,-.2
156,堡林,2022-01-31 23:00,2,1.8,,.1
156,堡林,2022-02-01 00:00,.8,1.4,,1.1
156,堡林,2022-02-01 01:00,.5,.4,,1.2
156,堡林,2022-02-01 02:00,.7,.1,,1.2
156,堡林,2022-02-01 03:00,.6,.5,,.3
156,堡林,2022-02-01 04:00,.7,1.2,,.2
156,堡林,2022-02-01 05:00,.4,.9,,.1
156,堡林,2022-02-01 06:00,.3,.1,,-.1
156,堡林,2022-02-01 07:00,.7,.7,,-.2
156,堡林,2022-02-01 08:00,.5,.6,.09,-.3
156,堡林,2022-02-01 09:00,1.5,1.8,.37,0
156,堡林,2022-02-01 10:00,2.9,2.1,.84,.4
156,堡林,2022-02-01 11:00,4.1,2.4,1.15,5.1
156,堡林,2022-02-01 12:00,4.2,2.4,1.5,7.9
156,堡林,2022-02-01 13:00,2.9,2.2,1.05,7.1
156,堡林,2022-02-01 14:00,1.6,1.7,.78,6.3
156,堡林,2022-02-01 15:00,3.1,1.7,.87,6.4
156,堡林,2022-02-01 16:00,2.7,2.4,.62,5.3
156,堡林,2022-02-01 17:00,2.1,2,.31,3.8
156,堡林,2022-02-01 18:00,1.7,1.4,.15,1.5
156,堡林,2022-02-01 19:00,1.8,.9,,.9
156,堡林,2022-02-01 20:00,1.8,.6,,.8
156,堡林,2022-02-01 21:00,1.8,1.1,,.8
156,堡林,2022-02-01 22:00,1.8,1,,.6
156,堡林,2022-02-01 23:00,1.7,1.4,,.6
156,堡林,2022-02-02 00:00,1.2,.7,,.3
156,堡林,2022-02-02 01:00,1.6,.8,,.4
156,堡林,2022-02-02 02:00,1.5,.4,,.5
156,堡林,2022-02-02 03:00,1.4,1.1,,.4
156,堡林,2022-02-02 04:00,1,1.1,,.2
156,堡林,2022-02-02 05:00,1.1,.2,,.3
156,堡林,2022-02-02 06:00,1,.7,,.4
156,堡林,2022-02-02 07:00,.8,.9,,.2
156,堡林,2022-02-02 08:00,.7,1.5,.08,-.1
156,堡林,2022-02-02 09:00,1.2,1,.31,.1
156,堡林,2022-02-02 10:00,2.2,1.2,.73,2
156,堡林,2022-02-02 11:00,3.2,1.5,1.16,6.3
156,堡林,2022-02-02 12:00,4.1,1.8,1.95,11
156,堡林,2022-02-02 13:00,4.9,1.9,2.48,13.6
156,堡林,2022-02-02 14:00,4.6,1.7,2.35,14.5
156,堡林,2022-02-02 15:00,4.5,2.4,2.05,13.9
156,堡林,2022-02-02 16:00,4.2,1.9,1.58,11.8
156,堡林,2022-02-02 17:00,3.1,2,.92,7.8
156,堡林,2022-02-02 18:00,1.3,1.2,.28,3.9
156,堡林,2022-02-02 19:00,.2,1.6,.05,1.5
156,堡林,2022-02-02 20:00,-.4,3.1,,.3
156,堡林,2022-02-02 21:00,-.7,2.5,,-.3
156,堡林,2022-02-02 22:00,-.8,.7,,0
156,堡林,2022-02-02 23:00,-1.6,1.5,,-.2
156,堡林,2022-02-03 00:00,-1.8,2.5,,-.4
156,堡林,2022-02-03 01:00,-1.7,.7,,-.9
156,堡林,2022-02-03 02:00,-1.5,.5,,-1.1
156,堡林,2022-02-03 03:00,-1.7,.2,,-.9
156,堡林,2022-02-03 04:00,-2,.4,,-1.1
156,堡林,2022-02-03 05:00,-2.1,.7,,-1.2
156,堡林,2022-02-03 06:00,-2.2,.8,,-1.5
156,堡林,2022-02-03 07:00,-2.6,.1,,-2
156,堡林,2022-02-03 08:00,-2.7,1.4,.08,-2.1
156,堡林,2022-02-03 09:00,-.8,.9,.53,-1.5
156,堡林,2022-02-03 10:00,1.7,3,1.21,0
156,堡林,2022-02-03 11:00,3.1,1.5,1.79,2.8
156,堡林,2022-02-03 12:00,3.5,2.6,2.16,7.6
156,堡林,2022-02-03 13:00,4.3,2.2,2.48,11.6
156,堡林,2022-02-03 14:00,4.7,2.2,2.43,13.4
156,堡林,2022-02-03 15:00,4.9,2,2.16,13.6
156,堡林,2022-02-03 16:00,4.3,2,1.68,11.7
156,堡林,2022-02-03 17:00,3.8,2.6,1.02,7.7
156,堡林,2022-02-03 18:00,2.1,3.3,.32,3.8
156,堡林,2022-02-03 19:00,.8,2.5,.06,1.6
156,堡林,2022-02-03 20:00,.2,2.4,,.6
156,堡林,2022-02-03 21:00,0,2.4,,.1
156,堡林,2022-02-03 22:00,-1,1.9,,-.2
156,堡林,2022-02-03 23:00,-1.1,2.4,,-.5
156,堡林,2022-02-04 00:00,-1.9,1.7,,-.9
156,堡林,2022-02-04 01:00,-1.8,2.4,,-1
156,堡林,2022-02-04 02:00,-2.5,1.6,,-1.3
156,堡林,2022-02-04 03:00,-2.7,1.7,,-1.5
156,堡林,2022-02-04 04:00,-3.1,1.4,,-2
156,堡林,2022-02-04 05:00,-3.2,1.4,,-2.4
156,堡林,2022-02-04 06:00,-3.4,1,,-2.6
156,堡林,2022-02-04 07:00,-4,1.3,,-2.8
156,堡林,2022-02-04 08:00,-3.5,.7,.09,-2.3
156,堡林,2022-02-04 09:00,-2.3,.1,.42,-.9
156,堡林,2022-02-04 10:00,-.6,1.2,1.04,.1
156,堡林,2022-02-04 11:00,1.2,1.3,1.75,2.7
156,堡林,2022-02-04 12:00,2.7,1.7,1.96,5.7
156,堡林,2022-02-04 13:00,3.3,2.5,2,9.5
156,堡林,2022-02-04 14:00,4.6,2.4,1.89,12.4
156,堡林,2022-02-04 15:00,3.8,2.1,1.47,10.9
156,堡林,2022-02-04 16:00,2.9,1.8,1.42,9.9
156,堡林,2022-02-04 17:00,1.7,1.8,.67,6.7
156,堡林,2022-02-04 18:00,.5,2.2,.2,4
156,堡林,2022-02-04 19:00,-.2,1.5,.06,1.9
156,堡林,2022-02-04 20:00,-1,1.5,,.8
156,堡林,2022-02-04 21:00,-1.3,.7,,-.1
156,堡林,2022-02-04 22:00,-1.6,1.5,,0
156,堡林,2022-02-04 23:00,-2.6,.5,,.1
156,堡林,2022-02-05 00:00,-2.4,.4,,.7
156,堡林,2022-02-05 01:00,-2.4,.9,,1
156,堡林,2022-02-05 02:00,-2.4,.9,,1.1
156,堡林,2022-02-05 03:00,-2.7,.9,,1.1
156,堡林,2022-02-05 04:00,-2.8,.5,,1.1
156,堡林,2022-02-05 05:00,-3,.2,,1
156,堡林,2022-02-05 06:00,-3.2,.6,,1.1
156,堡林,2022-02-05 07:00,-3.8,1.8,,1
156,堡林,2022-02-05 08:00,-4.2,1.5,.07,.9
156,堡林,2022-02-05 09:00,-3.8,1.7,.21,1.1
156,堡林,2022-02-05 10:00,-2.5,2.5,.72,1.2
156,堡林,2022-02-05 11:00,-1.9,2.1,1.37,2.1
156,堡林,2022-02-05 12:00,-1.1,2.3,1.95,6.8
156,堡林,2022-02-05 13:00,0,1.4,2.38,9.4
156,堡林,2022-02-05 14:00,-.2,2.6,2.13,11
156,堡林,2022-02-05 15:00,-.6,1.6,1.57,9.1
156,堡林,2022-02-05 16:00,-.1,1.5,.55,6.8
156,堡林,2022-02-05 17:00,-1.2,.8,.36,4.4
156,堡林,2022-02-05 18:00,-1.5,.2,.15,2.8
156,堡林,2022-02-05 19:00,-1.7,.5,.06,1.8
156,堡林,2022-02-05 20:00,-1.5,1.6,,1.4
156,堡林,2022-02-05 21:00,-2.1,1.7,,1
156,堡林,2022-02-05 22:00,-2.3,1.3,,1
156,堡林,2022-02-05 23:00,-2.1,.8,,.9
156,堡林,2022-02-06 00:00,-2.2,.7,,.7
156,堡林,2022-02-06 01:00,-2.7,.2,,.9
156,堡林,2022-02-06 02:00,-2.5,1.3,,.9
156,堡林,2022-02-06 03:00,-3.2,.4,,.9
156,堡林,2022-02-06 04:00,-3.5,2.2,,.7
156,堡林,2022-02-06 05:00,-4.5,1.9,,.4
156,堡林,2022-02-06 06:00,-5,1.7,,.2
156,堡林,2022-02-06 07:00,-4.9,.9,,-.1
156,堡林,2022-02-06 08:00,-4.3,.2,.08,-.2
156,堡林,2022-02-06 09:00,-3,1.3,.47,-.1
156,堡林,2022-02-06 10:00,-1.4,1.4,1.01,.1
156,堡林,2022-02-06 11:00,-.8,1.3,1.34,3.1
156,堡林,2022-02-06 12:00,-.7,1,1.16,6.4
156,堡林,2022-02-06 13:00,1.1,.8,1.51,10
156,堡林,2022-02-06 14:00,3.6,1.4,1.58,10.2
156,堡林,2022-02-06 15:00,.5,3.4,.89,6.1
156,堡林,2022-02-06 16:00,1.7,1.1,.81,7.1
156,堡林,2022-02-06 17:00,1.9,1.8,.46,5
156,堡林,2022-02-06 18:00,1.2,1.3,.32,2.3
156,堡林,2022-02-06 19:00,.5,1.9,.05,1
156,堡林,2022-02-06 20:00,.3,.5,,.4
156,堡林,2022-02-06 21:00,.3,.5,,.2
156,堡林,2022-02-06 22:00,.1,.6,,0
156,堡林,2022-02-06 23:00,-.3,.7,,-.4
156,堡林,2022-02-07 00:00,-1.1,.7,,-.9
156,堡林,2022-02-07 01:00,-1.4,.4,,-1.3
156,堡林,2022-02-07 02:00,-1.3,1.6,,-1.1
156,堡林,2022-02-07 03:00,-1.1,1.1,,-.8
156,堡林,2022-02-07 04:00,-1,3.2,,-.9
156,堡林,2022-02-07 05:00,-2.6,3.1,,-1.7
156,堡林,2022-02-07 06:00,-2.5,2.7,,-2
156,堡林,2022-02-07 07:00,-2.6,2.7,,-2.2
156,堡林,2022-02-07 08:00,-2.6,2.4,.09,-2
156,堡林,2022-02-07 09:00,-1.7,2.1,.34,-1.1
156,堡林,2022-02-07 10:00,-.4,2.6,.77,-.2
156,堡林,2022-02-07 11:00,.4,1.4,.83,.7
156,堡林,2022-02-07 12:00,1,.9,.71,1.3
156,堡林,2022-02-07 13:00,1.8,.6,1.18,4.6
156,堡林,2022-02-07 14:00,1.7,1.2,.82,4.9
156,堡林,2022-02-07 15:00,2.2,1.2,.73,5.6
156,堡林,2022-02-07 16:00,1.8,1.3,.51,4.4
156,堡林,2022-02-07 17:00,1.5,1.7,.34,3.2
156,堡林,2022-02-07 18:00,1.3,1.7,.14,1.9
156,堡林,2022-02-07 19:00,1.2,1.1,.06,1.1
156,堡林,2022-02-07 20:00,.7,1.5,,.7
156,堡林,2022-02-07 21:00,.6,1.3,,.4
156,堡林,2022-02-07 22:00,.4,.9,,.3
156,堡林,2022-02-07 23:00,0,1.9,,0
156,堡林,2022-02-08 00:00,-.7,2.5,,0
156,堡林,2022-02-08 01:00,-.9,2.4,,-.4
156,堡林,2022-02-08 02:00,-1.4,1.7,,-.7
156,堡林,2022-02-08 03:00,-1.3,2.6,,-1
156,堡林,2022-02-08 04:00,-2.1,1.4,,-1.4
156,堡林,2022-02-08 05:00,-2.3,2.1,,-1.9
156,堡林,2022-02-08 06:00,-2.2,1.9,,-2.3
156,堡林,2022-02-08 07:00,-2.5,2.1,,-2.5
